Age,Gender,Student,Non-student,Internship_Experience,Year_of_Study,Marital_Status,Work_Experience,Internet_Availability,Research_Experience,Availability,Language_Proficiency,Hours_Dedicated,Continent,Soft_Skills,Internship_success
38,Male,True,False,5,1,Divorced,2,High-Speed,3,Part-time,Native,34,Asia,Average,1
32,Non-Binary,False,True,3,-1,Widowed,0,High-Speed,1,Part-time,Advanced,14,North America,Average,1
34,Male,False,True,1,-1,Single,0,None,3,Part-time,Beginner,14,Asia,Average,0
21,Female,False,True,2,-1,Widowed,2,Dial-Up,0,Flexible,Beginner,22,Europe,Good,1
24,Male,True,False,2,4,Widowed,6,None,0,Full-time,Advanced,7,Australia,Poor,1
23,Female,False,True,2,-1,Widowed,1,None,2,Full-time,Advanced,18,North America,Excellent,1
43,Non-Binary,False,True,2,-1,Divorced,3,Dial-Up,4,Part-time,Native,39,Asia,Average,1
23,Female,True,False,5,3,Married,2,None,2,Flexible,Intermediate,32,South America,Average,0
38,Male,False,True,2,-1,Divorced,2,None,3,Full-time,Native,36,Antarctica,Excellent,0
29,Male,False,True,2,-1,Widowed,1,Dial-Up,4,Part-time,Native,20,Africa,Poor,1
39,Female,False,True,3,-1,Married,3,None,0,Flexible,Intermediate,26,Australia,Average,0
37,Female,False,True,1,-1,Single,6,High-Speed,1,Part-time,Advanced,39,Africa,Good,1
42,Female,True,False,2,2,Married,0,High-Speed,2,Part-time,Intermediate,8,Asia,Good,1
22,Male,True,False,1,4,Married,4,High-Speed,2,Flexible,Beginner,14,Europe,Poor,0
47,Female,False,True,0,-1,Single,7,None,2,Part-time,Intermediate,38,Asia,Excellent,1
32,Non-Binary,False,True,1,-1,Widowed,4,None,2,Full-time,Intermediate,34,North America,Poor,0
47,Non-Binary,True,False,5,2,Married,5,High-Speed,4,Flexible,Beginner,20,South America,Excellent,1
42,Non-Binary,False,True,3,-1,Divorced,1,High-Speed,1,Full-time,Intermediate,35,Asia,Good,0
42,Non-Binary,False,True,1,-1,Widowed,1,High-Speed,3,Flexible,Native,15,Africa,Average,1
25,Female,False,True,3,-1,Married,7,Dial-Up,4,Flexible,Native,20,Africa,Good,1
45,Female,True,False,0,4,Married,0,High-Speed,2,Flexible,Intermediate,30,Africa,Average,1
49,Female,False,True,0,-1,Single,8,Dial-Up,0,Full-time,Native,15,North America,Poor,1
29,Non-Binary,True,False,4,1,Single,5,Dial-Up,3,Part-time,Intermediate,31,Antarctica,Average,0
46,Male,False,True,5,-1,Single,9,Dial-Up,2,Full-time,Advanced,33,Africa,Poor,1
40,Non-Binary,False,True,2,-1,Divorced,9,None,2,Full-time,Beginner,14,South America,Excellent,1
45,Non-Binary,False,True,5,-1,Married,4,None,0,Full-time,Beginner,9,Asia,Excellent,1
33,Non-Binary,True,False,3,3,Widowed,0,Dial-Up,2,Flexible,Advanced,15,Africa,Good,0
20,Male,True,False,0,4,Divorced,8,High-Speed,4,Flexible,Native,31,Asia,Excellent,0
47,Female,True,False,3,2,Widowed,7,None,0,Full-time,Native,15,Asia,Poor,1
49,Male,False,True,3,-1,Divorced,8,None,0,Part-time,Native,28,Europe,Poor,1
32,Male,True,False,4,1,Divorced,1,Dial-Up,0,Full-time,Beginner,15,Africa,Good,1
42,Female,False,True,2,-1,Widowed,5,Dial-Up,1,Part-time,Native,16,Asia,Average,1
20,Non-Binary,False,True,2,-1,Widowed,9,None,3,Flexible,Advanced,14,South America,Excellent,1
46,Female,False,True,3,-1,Single,2,Dial-Up,0,Flexible,Advanced,10,South America,Good,1
38,Non-Binary,False,True,3,-1,Divorced,8,Dial-Up,1,Full-time,Intermediate,31,Africa,Average,0
28,Male,True,False,5,1,Single,0,High-Speed,1,Full-time,Advanced,23,Antarctica,Excellent,0
42,Non-Binary,False,True,0,-1,Divorced,6,High-Speed,4,Full-time,Beginner,16,South America,Average,1
48,Female,True,False,5,3,Single,2,High-Speed,1,Full-time,Advanced,14,Asia,Good,1
26,Female,True,False,2,3,Divorced,3,High-Speed,2,Flexible,Beginner,25,South America,Average,1
25,Non-Binary,False,True,2,-1,Divorced,7,High-Speed,0,Flexible,Advanced,29,Antarctica,Excellent,1
25,Non-Binary,False,True,0,-1,Single,3,Dial-Up,1,Flexible,Beginner,19,Europe,Poor,0
39,Male,True,False,4,2,Single,4,Dial-Up,0,Flexible,Advanced,12,Europe,Good,0
47,Male,False,True,0,-1,Divorced,3,Dial-Up,3,Flexible,Beginner,34,North America,Excellent,1
37,Male,False,True,0,-1,Married,5,High-Speed,4,Full-time,Intermediate,34,Australia,Poor,1
37,Non-Binary,True,False,2,2,Widowed,0,High-Speed,1,Full-time,Intermediate,15,Antarctica,Good,0
46,Non-Binary,True,False,0,4,Married,9,Dial-Up,3,Full-time,Native,33,North America,Excellent,1
35,Female,True,False,0,2,Single,0,Dial-Up,1,Part-time,Intermediate,33,Asia,Excellent,1
35,Female,False,True,3,-1,Married,1,High-Speed,1,Part-time,Native,31,Asia,Average,1
40,Male,True,False,2,4,Married,8,Dial-Up,1,Full-time,Advanced,30,Africa,Excellent,1
46,Male,True,False,0,4,Single,0,High-Speed,3,Part-time,Beginner,31,Europe,Average,1
27,Female,False,True,1,-1,Divorced,5,High-Speed,3,Full-time,Beginner,23,Asia,Excellent,1
45,Female,False,True,0,-1,Widowed,9,None,4,Flexible,Native,5,Asia,Average,1
31,Male,True,False,4,4,Widowed,5,High-Speed,0,Full-time,Advanced,13,North America,Good,1
42,Female,False,True,0,-1,Married,0,High-Speed,4,Flexible,Advanced,30,North America,Excellent,1
23,Female,True,False,1,4,Single,8,None,3,Part-time,Advanced,11,North America,Average,1
28,Female,False,True,2,-1,Single,6,High-Speed,2,Part-time,Advanced,20,North America,Average,1
19,Male,False,True,5,-1,Divorced,9,None,2,Part-time,Native,22,Europe,Poor,1
49,Male,False,True,1,-1,Single,3,None,0,Part-time,Intermediate,25,Europe,Average,0
27,Female,False,True,1,-1,Widowed,3,None,2,Flexible,Beginner,8,Africa,Good,1
45,Male,True,False,2,3,Divorced,7,None,0,Part-time,Advanced,14,Antarctica,Good,1
46,Female,False,True,5,-1,Single,4,High-Speed,2,Full-time,Beginner,14,Australia,Good,1
35,Female,False,True,5,-1,Single,9,Dial-Up,3,Flexible,Intermediate,26,Antarctica,Good,1
46,Male,False,True,0,-1,Married,6,High-Speed,3,Part-time,Beginner,7,Asia,Good,1
42,Non-Binary,False,True,0,-1,Widowed,3,High-Speed,4,Part-time,Native,17,Europe,Good,1
38,Male,False,True,5,-1,Widowed,1,None,0,Flexible,Native,29,Africa,Excellent,1
36,Male,True,False,4,2,Widowed,5,None,4,Full-time,Intermediate,33,Australia,Good,1
20,Male,True,False,1,2,Widowed,7,None,3,Part-time,Intermediate,26,Antarctica,Excellent,0
25,Male,True,False,1,2,Married,0,None,4,Flexible,Native,33,Asia,Poor,1
40,Female,False,True,5,-1,Married,2,High-Speed,0,Full-time,Intermediate,37,Africa,Average,1
40,Female,True,False,5,3,Married,0,High-Speed,3,Full-time,Beginner,26,Australia,Excellent,1
21,Non-Binary,False,True,5,-1,Married,3,None,2,Full-time,Native,31,Asia,Average,1
46,Non-Binary,False,True,4,-1,Married,6,Dial-Up,4,Full-time,Advanced,21,Europe,Good,1
36,Male,False,True,1,-1,Widowed,0,None,1,Flexible,Native,33,Europe,Average,1
40,Female,False,True,4,-1,Widowed,2,None,4,Full-time,Beginner,38,North America,Poor,0
40,Male,False,True,4,-1,Married,1,High-Speed,4,Full-time,Beginner,5,Africa,Average,0
48,Male,True,False,1,4,Single,9,None,0,Full-time,Advanced,26,Europe,Excellent,1
44,Female,True,False,3,2,Widowed,7,Dial-Up,1,Full-time,Native,13,Asia,Poor,1
22,Non-Binary,False,True,1,-1,Married,2,Dial-Up,3,Flexible,Beginner,30,Asia,Poor,1
33,Male,False,True,0,-1,Widowed,5,None,2,Full-time,Beginner,37,Antarctica,Average,0
23,Male,False,True,5,-1,Married,5,None,1,Flexible,Beginner,15,Antarctica,Good,1
19,Male,False,True,5,-1,Married,6,Dial-Up,0,Full-time,Beginner,20,Europe,Good,0
47,Male,True,False,2,4,Widowed,1,High-Speed,1,Part-time,Advanced,29,South America,Excellent,1
35,Male,True,False,4,2,Single,3,High-Speed,3,Flexible,Beginner,33,Australia,Excellent,1
41,Female,True,False,3,4,Widowed,8,Dial-Up,1,Part-time,Advanced,13,Asia,Average,1
31,Non-Binary,False,True,4,-1,Widowed,1,None,2,Full-time,Native,12,North America,Excellent,0
48,Female,False,True,1,-1,Single,9,Dial-Up,1,Flexible,Native,20,Europe,Excellent,1
25,Female,True,False,1,1,Divorced,2,None,4,Flexible,Native,10,Africa,Poor,1
34,Male,True,False,0,3,Divorced,5,Dial-Up,1,Flexible,Beginner,32,Europe,Excellent,1
26,Female,False,True,3,-1,Widowed,5,None,3,Part-time,Intermediate,19,South America,Average,1
49,Male,True,False,2,1,Married,4,High-Speed,3,Part-time,Intermediate,24,Asia,Excellent,1
49,Female,True,False,0,3,Single,1,Dial-Up,0,Full-time,Intermediate,27,North America,Average,0
33,Male,True,False,4,4,Divorced,2,None,3,Full-time,Native,12,Antarctica,Poor,1
28,Non-Binary,True,False,4,3,Married,1,High-Speed,3,Part-time,Beginner,34,Antarctica,Average,1
40,Non-Binary,True,False,1,3,Widowed,9,None,4,Flexible,Native,24,Australia,Good,1
44,Female,True,False,3,3,Widowed,7,None,2,Part-time,Beginner,10,Australia,Excellent,1
39,Female,True,False,4,3,Divorced,4,High-Speed,1,Full-time,Native,30,South America,Poor,1
28,Male,False,True,4,-1,Divorced,7,None,4,Part-time,Advanced,30,Australia,Excellent,1
25,Non-Binary,True,False,4,2,Divorced,9,None,1,Part-time,Native,29,Australia,Poor,0
44,Female,False,True,0,-1,Widowed,8,None,1,Flexible,Native,19,Australia,Good,1
44,Female,False,True,1,-1,Widowed,0,None,4,Flexible,Native,11,Australia,Good,1
26,Non-Binary,False,True,4,-1,Single,4,Dial-Up,1,Part-time,Intermediate,39,Asia,Good,1
46,Male,False,True,1,-1,Married,9,None,3,Part-time,Intermediate,32,Asia,Excellent,1
26,Male,False,True,1,-1,Single,9,Dial-Up,2,Flexible,Native,6,Africa,Good,1
33,Male,False,True,0,-1,Single,8,Dial-Up,1,Flexible,Intermediate,10,South America,Excellent,0
20,Female,True,False,4,3,Widowed,6,High-Speed,1,Full-time,Intermediate,29,Australia,Excellent,0
30,Non-Binary,True,False,4,3,Divorced,7,Dial-Up,4,Full-time,Beginner,19,Africa,Good,0
31,Male,True,False,3,1,Married,6,High-Speed,1,Part-time,Beginner,20,Africa,Good,1
33,Female,True,False,5,3,Widowed,4,None,4,Full-time,Advanced,23,North America,Good,1
40,Male,True,False,0,3,Married,5,None,0,Flexible,Intermediate,29,Asia,Poor,0
45,Non-Binary,False,True,3,-1,Divorced,3,High-Speed,0,Full-time,Beginner,6,Europe,Excellent,1
46,Non-Binary,True,False,1,2,Widowed,5,Dial-Up,4,Part-time,Native,26,Asia,Average,0
34,Non-Binary,True,False,4,3,Married,6,None,3,Part-time,Beginner,18,Antarctica,Poor,1
24,Female,False,True,1,-1,Widowed,4,Dial-Up,4,Part-time,Native,8,Africa,Excellent,1
23,Male,False,True,3,-1,Divorced,4,High-Speed,4,Flexible,Beginner,24,Asia,Good,1
22,Female,False,True,5,-1,Widowed,3,Dial-Up,0,Part-time,Intermediate,20,North America,Poor,1
18,Male,True,False,0,3,Divorced,5,High-Speed,1,Flexible,Beginner,39,Europe,Poor,0
34,Male,True,False,3,4,Single,7,High-Speed,2,Flexible,Intermediate,31,Antarctica,Poor,1
33,Female,False,True,5,-1,Single,1,Dial-Up,1,Full-time,Beginner,28,Australia,Poor,0
27,Non-Binary,True,False,1,2,Divorced,5,Dial-Up,0,Part-time,Intermediate,35,South America,Average,0
21,Male,True,False,0,4,Married,4,High-Speed,1,Part-time,Native,38,South America,Poor,0
38,Male,False,True,3,-1,Married,0,None,3,Part-time,Intermediate,34,North America,Excellent,1
47,Female,False,True,0,-1,Divorced,3,Dial-Up,2,Part-time,Native,24,Asia,Good,1
24,Non-Binary,False,True,4,-1,Divorced,2,Dial-Up,4,Flexible,Advanced,23,Antarctica,Poor,1
21,Non-Binary,True,False,2,2,Single,7,Dial-Up,2,Flexible,Beginner,33,Antarctica,Poor,0
36,Non-Binary,False,True,5,-1,Married,4,High-Speed,4,Flexible,Native,25,Africa,Good,1
24,Male,True,False,2,3,Divorced,2,High-Speed,0,Part-time,Native,35,Australia,Good,1
29,Non-Binary,False,True,4,-1,Single,8,Dial-Up,3,Full-time,Intermediate,25,North America,Poor,0
25,Female,False,True,1,-1,Single,4,High-Speed,2,Flexible,Beginner,21,Europe,Good,1
38,Male,True,False,4,2,Married,9,Dial-Up,2,Full-time,Beginner,24,South America,Excellent,1
30,Female,False,True,2,-1,Married,9,High-Speed,1,Full-time,Native,22,North America,Good,1
33,Non-Binary,False,True,1,-1,Married,9,High-Speed,1,Part-time,Advanced,35,Africa,Excellent,1
41,Male,False,True,5,-1,Married,6,Dial-Up,3,Flexible,Advanced,20,North America,Average,1
37,Female,False,True,4,-1,Married,9,None,0,Full-time,Advanced,28,Asia,Poor,0
32,Male,True,False,3,4,Married,8,High-Speed,4,Part-time,Advanced,38,South America,Good,1
26,Female,False,True,3,-1,Single,9,None,2,Part-time,Native,9,Africa,Good,1
20,Female,True,False,2,2,Divorced,0,None,2,Flexible,Intermediate,13,North America,Average,1
42,Female,True,False,5,3,Single,7,None,4,Flexible,Advanced,5,Asia,Average,0
34,Female,False,True,2,-1,Married,3,Dial-Up,3,Part-time,Advanced,9,Australia,Good,1
30,Male,False,True,2,-1,Married,1,High-Speed,0,Flexible,Beginner,10,Antarctica,Excellent,1
39,Female,True,False,3,3,Widowed,5,None,4,Full-time,Native,38,Australia,Good,1
28,Non-Binary,False,True,2,-1,Divorced,7,High-Speed,0,Full-time,Beginner,27,Africa,Poor,1
23,Male,False,True,5,-1,Widowed,0,High-Speed,2,Full-time,Beginner,13,Australia,Excellent,0
49,Female,True,False,2,4,Single,0,Dial-Up,4,Full-time,Native,7,Europe,Average,1
20,Female,True,False,4,4,Divorced,3,High-Speed,3,Part-time,Native,20,Europe,Excellent,1
19,Non-Binary,True,False,2,1,Widowed,8,Dial-Up,3,Full-time,Advanced,36,Asia,Good,1
27,Female,False,True,4,-1,Widowed,1,High-Speed,1,Part-time,Native,36,North America,Average,1
31,Female,True,False,3,2,Single,1,High-Speed,4,Flexible,Advanced,39,Europe,Poor,1
23,Non-Binary,True,False,0,3,Single,9,None,0,Flexible,Beginner,8,Australia,Excellent,1
38,Male,False,True,0,-1,Single,1,None,2,Part-time,Advanced,31,Africa,Average,0
22,Male,False,True,4,-1,Widowed,7,Dial-Up,3,Flexible,Intermediate,21,Europe,Excellent,1
27,Female,True,False,4,3,Single,9,High-Speed,3,Part-time,Advanced,18,Europe,Poor,0
34,Female,False,True,1,-1,Married,7,High-Speed,1,Full-time,Advanced,14,North America,Excellent,1
25,Female,True,False,0,1,Single,1,Dial-Up,0,Flexible,Advanced,28,Africa,Average,0
45,Female,False,True,2,-1,Married,1,High-Speed,4,Flexible,Intermediate,19,Europe,Good,1
18,Non-Binary,True,False,5,3,Divorced,6,Dial-Up,2,Part-time,Intermediate,37,Africa,Average,1
46,Female,False,True,5,-1,Widowed,8,Dial-Up,4,Part-time,Beginner,10,North America,Excellent,1
31,Non-Binary,True,False,4,1,Widowed,2,Dial-Up,3,Part-time,Intermediate,32,Australia,Average,0
30,Non-Binary,False,True,4,-1,Married,7,None,3,Full-time,Advanced,14,Antarctica,Excellent,1
24,Non-Binary,True,False,5,3,Married,0,None,4,Full-time,Intermediate,32,North America,Poor,0
40,Male,False,True,0,-1,Single,3,Dial-Up,3,Flexible,Beginner,11,South America,Average,0
44,Male,False,True,5,-1,Widowed,1,Dial-Up,4,Flexible,Native,27,South America,Good,1
44,Non-Binary,False,True,4,-1,Married,6,None,3,Flexible,Beginner,19,North America,Average,0
43,Male,False,True,0,-1,Married,7,None,1,Part-time,Advanced,27,Antarctica,Average,0
46,Male,True,False,5,1,Widowed,8,None,2,Part-time,Native,15,South America,Average,1
21,Male,False,True,1,-1,Single,2,High-Speed,4,Part-time,Beginner,15,North America,Average,1
30,Female,False,True,2,-1,Single,4,None,3,Part-time,Beginner,25,Australia,Average,1
29,Male,True,False,2,4,Single,0,High-Speed,1,Part-time,Native,35,Australia,Excellent,0
20,Non-Binary,False,True,0,-1,Widowed,8,High-Speed,0,Full-time,Native,25,North America,Good,1
19,Male,True,False,0,1,Married,5,High-Speed,3,Full-time,Advanced,7,Asia,Average,1
21,Male,True,False,3,4,Divorced,0,Dial-Up,2,Flexible,Advanced,26,Australia,Average,0
43,Female,False,True,1,-1,Divorced,6,None,3,Flexible,Intermediate,31,Africa,Poor,1
18,Male,True,False,2,4,Married,0,High-Speed,0,Flexible,Beginner,22,Asia,Average,1
45,Male,True,False,3,1,Widowed,3,None,2,Flexible,Intermediate,37,Europe,Excellent,1
22,Male,True,False,3,2,Divorced,5,Dial-Up,4,Flexible,Intermediate,10,Africa,Good,1
36,Male,False,True,3,-1,Single,5,High-Speed,0,Full-time,Advanced,12,Asia,Average,1
49,Non-Binary,False,True,0,-1,Widowed,3,Dial-Up,3,Full-time,Advanced,5,Africa,Poor,0
33,Female,True,False,0,2,Divorced,0,None,0,Part-time,Intermediate,17,Europe,Excellent,1
22,Male,True,False,2,1,Single,4,None,2,Part-time,Advanced,35,North America,Average,0
27,Non-Binary,False,True,1,-1,Divorced,0,None,3,Full-time,Intermediate,13,Africa,Poor,0
44,Non-Binary,False,True,1,-1,Married,9,High-Speed,0,Full-time,Beginner,22,Antarctica,Average,1
30,Non-Binary,True,False,1,2,Single,6,High-Speed,3,Flexible,Intermediate,20,Africa,Average,1
25,Female,True,False,4,2,Married,2,Dial-Up,4,Flexible,Native,23,North America,Poor,1
42,Female,True,False,5,4,Divorced,9,None,4,Part-time,Native,21,Africa,Good,0
33,Female,True,False,4,1,Married,8,Dial-Up,3,Part-time,Advanced,26,Europe,Good,1
24,Female,False,True,5,-1,Married,0,Dial-Up,2,Part-time,Intermediate,19,North America,Excellent,1
46,Female,True,False,5,4,Divorced,4,Dial-Up,4,Part-time,Beginner,19,Australia,Poor,1
43,Male,False,True,4,-1,Divorced,0,High-Speed,0,Full-time,Native,10,Africa,Poor,0
39,Male,False,True,1,-1,Married,1,None,4,Flexible,Native,15,Europe,Excellent,0
25,Male,True,False,4,3,Single,3,Dial-Up,4,Full-time,Native,35,North America,Good,1
25,Non-Binary,False,True,3,-1,Married,7,High-Speed,1,Flexible,Native,15,South America,Poor,0
31,Female,False,True,1,-1,Divorced,8,None,2,Part-time,Advanced,14,Australia,Good,1
19,Non-Binary,False,True,5,-1,Single,4,Dial-Up,2,Full-time,Advanced,37,North America,Excellent,1
35,Female,True,False,2,2,Married,4,High-Speed,1,Flexible,Intermediate,12,Africa,Average,1
46,Male,True,False,5,3,Widowed,0,None,1,Part-time,Advanced,14,Antarctica,Excellent,1
26,Male,False,True,5,-1,Divorced,8,None,3,Flexible,Beginner,25,South America,Poor,0
29,Non-Binary,False,True,0,-1,Married,6,Dial-Up,1,Part-time,Native,17,South America,Average,1
26,Female,False,True,1,-1,Married,6,High-Speed,1,Part-time,Intermediate,37,Asia,Excellent,1
42,Female,False,True,0,-1,Widowed,9,None,0,Full-time,Native,34,South America,Good,1
28,Male,False,True,1,-1,Married,7,Dial-Up,0,Full-time,Intermediate,34,South America,Good,0
22,Male,True,False,1,3,Single,0,None,3,Part-time,Beginner,22,Antarctica,Excellent,1
18,Female,False,True,2,-1,Single,3,Dial-Up,3,Full-time,Native,17,Australia,Poor,1
47,Male,True,False,2,3,Widowed,9,High-Speed,2,Full-time,Intermediate,24,Australia,Good,0
45,Male,False,True,1,-1,Divorced,8,Dial-Up,2,Part-time,Intermediate,8,South America,Poor,0
31,Female,True,False,5,2,Widowed,5,High-Speed,3,Full-time,Advanced,29,South America,Excellent,0
22,Female,False,True,0,-1,Widowed,3,High-Speed,0,Full-time,Intermediate,16,Europe,Good,0
18,Male,False,True,4,-1,Widowed,8,None,0,Part-time,Intermediate,31,Antarctica,Excellent,1
32,Female,False,True,4,-1,Married,4,High-Speed,4,Flexible,Advanced,29,North America,Excellent,0
34,Non-Binary,True,False,1,1,Single,6,None,1,Flexible,Beginner,9,South America,Excellent,1
36,Male,False,True,5,-1,Divorced,5,High-Speed,0,Part-time,Intermediate,37,North America,Excellent,1
37,Female,True,False,4,4,Married,0,None,0,Full-time,Native,14,Antarctica,Good,1
37,Female,True,False,3,1,Divorced,4,High-Speed,0,Full-time,Beginner,34,North America,Excellent,0
39,Non-Binary,True,False,1,1,Widowed,6,High-Speed,1,Flexible,Advanced,5,Australia,Poor,1
25,Non-Binary,True,False,3,3,Single,4,None,3,Part-time,Advanced,29,Africa,Good,0
35,Male,False,True,4,-1,Married,1,Dial-Up,3,Full-time,Native,13,Africa,Good,1
42,Female,True,False,0,4,Divorced,1,High-Speed,1,Flexible,Beginner,21,Europe,Good,1
30,Female,False,True,4,-1,Married,5,Dial-Up,4,Full-time,Native,22,Antarctica,Average,1
33,Female,False,True,4,-1,Married,4,Dial-Up,0,Flexible,Intermediate,35,North America,Poor,0
37,Female,True,False,4,1,Divorced,9,None,3,Full-time,Intermediate,21,Australia,Average,0
18,Non-Binary,True,False,4,3,Single,0,None,1,Full-time,Beginner,34,Australia,Excellent,0
32,Non-Binary,False,True,0,-1,Single,6,None,0,Flexible,Native,8,North America,Excellent,1
31,Male,False,True,1,-1,Single,2,None,4,Part-time,Advanced,33,Australia,Good,1
39,Male,False,True,5,-1,Married,0,Dial-Up,1,Full-time,Intermediate,39,South America,Good,0
41,Non-Binary,True,False,5,2,Widowed,1,Dial-Up,2,Part-time,Beginner,6,South America,Average,0
32,Female,True,False,0,2,Divorced,6,High-Speed,3,Flexible,Native,36,South America,Excellent,1
46,Male,True,False,4,3,Divorced,6,Dial-Up,2,Flexible,Advanced,31,North America,Poor,1
42,Male,True,False,1,3,Divorced,3,High-Speed,1,Full-time,Beginner,18,North America,Excellent,0
45,Non-Binary,False,True,1,-1,Married,0,None,0,Flexible,Beginner,5,Australia,Excellent,0
18,Female,False,True,3,-1,Widowed,8,High-Speed,3,Full-time,Intermediate,14,Australia,Good,1
41,Female,True,False,3,2,Widowed,2,High-Speed,1,Part-time,Advanced,33,North America,Good,0
35,Non-Binary,True,False,3,1,Married,7,None,1,Flexible,Native,31,Africa,Excellent,0
27,Female,True,False,2,3,Widowed,1,High-Speed,3,Part-time,Advanced,29,Australia,Good,0
38,Male,True,False,4,2,Married,9,High-Speed,4,Full-time,Native,35,Asia,Poor,0
36,Male,False,True,4,-1,Married,0,Dial-Up,0,Flexible,Advanced,19,Asia,Average,0
47,Female,True,False,0,4,Married,7,High-Speed,0,Part-time,Beginner,5,Africa,Good,1
19,Non-Binary,True,False,0,4,Married,1,High-Speed,0,Flexible,Beginner,26,Africa,Poor,1
33,Female,True,False,1,2,Widowed,9,None,3,Full-time,Intermediate,7,Antarctica,Excellent,1
28,Non-Binary,False,True,2,-1,Single,7,None,3,Part-time,Intermediate,23,North America,Good,1
42,Non-Binary,False,True,2,-1,Widowed,7,High-Speed,0,Full-time,Native,28,Australia,Poor,1
42,Non-Binary,True,False,4,1,Married,5,None,4,Full-time,Beginner,29,North America,Poor,0
37,Male,False,True,5,-1,Single,1,None,3,Full-time,Advanced,5,Antarctica,Good,1
24,Male,True,False,3,3,Single,4,Dial-Up,1,Flexible,Intermediate,17,Antarctica,Average,0
48,Female,False,True,2,-1,Single,0,High-Speed,3,Flexible,Beginner,35,Africa,Good,1
30,Female,False,True,2,-1,Widowed,0,Dial-Up,4,Part-time,Intermediate,19,Australia,Average,0
26,Female,True,False,0,4,Married,8,None,1,Full-time,Beginner,33,Africa,Good,1
43,Female,True,False,0,3,Widowed,9,High-Speed,2,Part-time,Beginner,16,North America,Excellent,1
35,Female,True,False,0,1,Divorced,7,Dial-Up,0,Flexible,Intermediate,38,South America,Average,1
49,Non-Binary,True,False,4,2,Single,0,Dial-Up,4,Part-time,Native,5,Africa,Excellent,1
41,Female,False,True,0,-1,Married,6,High-Speed,4,Full-time,Beginner,24,Africa,Good,0
19,Female,False,True,2,-1,Single,3,Dial-Up,3,Full-time,Intermediate,39,Europe,Average,0
44,Male,True,False,1,2,Widowed,7,Dial-Up,0,Full-time,Intermediate,33,Europe,Excellent,0
24,Female,False,True,5,-1,Married,8,Dial-Up,4,Flexible,Beginner,7,North America,Poor,0
28,Male,True,False,0,3,Divorced,2,None,3,Flexible,Intermediate,28,Australia,Average,0
25,Female,False,True,2,-1,Divorced,1,High-Speed,2,Flexible,Intermediate,28,Antarctica,Poor,1
29,Non-Binary,True,False,2,2,Widowed,4,Dial-Up,1,Flexible,Advanced,17,Africa,Average,1
20,Female,False,True,4,-1,Widowed,8,Dial-Up,1,Part-time,Beginner,27,Asia,Poor,0
23,Non-Binary,True,False,2,2,Divorced,2,High-Speed,1,Flexible,Beginner,7,North America,Good,1
41,Female,False,True,5,-1,Widowed,6,Dial-Up,0,Part-time,Beginner,25,Africa,Poor,0
30,Female,False,True,5,-1,Married,0,None,3,Flexible,Native,10,North America,Poor,0
21,Male,False,True,2,-1,Single,7,None,3,Flexible,Native,12,Antarctica,Poor,1
45,Male,True,False,1,1,Widowed,3,High-Speed,2,Full-time,Advanced,39,Africa,Excellent,1
34,Non-Binary,False,True,2,-1,Married,7,High-Speed,3,Part-time,Beginner,14,South America,Poor,1
43,Female,False,True,0,-1,Single,3,None,3,Full-time,Intermediate,13,Antarctica,Average,0
28,Non-Binary,False,True,1,-1,Divorced,2,Dial-Up,3,Flexible,Intermediate,33,North America,Average,0
30,Male,True,False,1,4,Divorced,4,Dial-Up,4,Flexible,Beginner,10,Australia,Poor,0
43,Non-Binary,False,True,3,-1,Married,0,High-Speed,2,Full-time,Beginner,34,Africa,Good,1
28,Non-Binary,False,True,5,-1,Widowed,7,None,3,Full-time,Advanced,29,South America,Good,0
26,Male,False,True,0,-1,Widowed,8,High-Speed,4,Flexible,Advanced,11,Europe,Good,1
39,Female,False,True,2,-1,Married,1,High-Speed,0,Flexible,Native,9,South America,Average,0
29,Non-Binary,False,True,4,-1,Divorced,6,None,4,Part-time,Beginner,34,South America,Excellent,1
40,Non-Binary,False,True,4,-1,Married,5,None,0,Flexible,Advanced,28,North America,Good,1
26,Non-Binary,False,True,5,-1,Single,3,Dial-Up,3,Flexible,Native,24,Antarctica,Poor,1
42,Male,True,False,5,4,Married,8,Dial-Up,2,Part-time,Beginner,26,North America,Excellent,1
26,Male,False,True,1,-1,Married,0,Dial-Up,0,Flexible,Advanced,33,Europe,Average,1
39,Female,False,True,0,-1,Divorced,6,None,4,Part-time,Native,17,North America,Excellent,1
39,Female,True,False,5,4,Widowed,9,Dial-Up,3,Flexible,Intermediate,24,Antarctica,Excellent,1
28,Non-Binary,False,True,4,-1,Married,6,High-Speed,4,Full-time,Intermediate,12,Europe,Poor,1
19,Male,False,True,1,-1,Widowed,9,None,3,Full-time,Intermediate,29,Australia,Good,0
24,Male,True,False,5,1,Single,1,Dial-Up,0,Flexible,Beginner,8,Asia,Excellent,0
28,Non-Binary,False,True,0,-1,Widowed,3,High-Speed,2,Flexible,Advanced,22,South America,Excellent,1
21,Non-Binary,True,False,4,2,Divorced,8,High-Speed,0,Flexible,Advanced,25,North America,Good,1
33,Female,False,True,3,-1,Widowed,1,None,1,Flexible,Beginner,32,Asia,Average,0
25,Male,True,False,0,1,Divorced,6,None,4,Part-time,Intermediate,18,Africa,Poor,1
45,Female,False,True,0,-1,Single,9,Dial-Up,4,Part-time,Native,28,South America,Poor,1
